interaction,topology,amplitude,squared_amplitude
AntiPart mu_eta_4329(X)  mu_alpha_3008(X)^(*)  to  AntiPart A_\nu_6030(X)  AntiPart A_\nu_6136(X),"Vertex INDEX_[ID]:AntiPart mu ( INDEX_[ID] ) , A ( INDEX_[ID] ) , AntiPart OffShell mu ( INDEX_[ID] ) , Vertex INDEX_[ID]:mu ( INDEX_[ID] ) , A ( INDEX_[ID] ) , OffShell mu ( INDEX_[ID] ) ,","-i*e^2*(p_1_%\mu_6244*gamma_{%\nu_6064,%eta_5712,%alpha_3907}*A_{i_2175,+%\nu_6064}(p_3)^(*)*A_{j_2175,+%\mu_6244}(p_4)^(*)*mu_{k_2173,%eta_5712}(p_1)_v^(*)*mu_{l_2173,%alpha_3907}(p_2)_u + -1/2*p_4_%\tau_6448*gamma_{%\mu_6244,%eta_5715,%eta_5746}*gamma_{%\nu_6064,%eta_5747,%alpha_3909}*gamma_{+%\tau_6448,%eta_5746,%eta_5747}*A_{i_2175,+%\nu_6064}(p_3)^(*)*A_{j_2175,+%\mu_6244}(p_4)^(*)*mu_{k_2173,%eta_5715}(p_1)_v^(*)*mu_{l_2173,%alpha_3909}(p_2)_u)/(s_23 + -1/2*reg_prop)",e ^ 4 * s_14 * s_24 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + 2 * i * e ^ 2 * ( i * e ^ 2 * m_mu ^ 2 * ( m_mu ^ 2 + 1 / 2 * s_12 ) / ( s_23 + - 1 / 2 * reg_prop ) + - 1 / INDEX_[ID] * i * e ^ 2 * m_mu ^ 2 * ( INDEX_[ID] * s_14 + 8 * s_24 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
AntiPart A_\nu_5027(X)  AntiPart A_\nu_5335(X)  to  AntiPart u_del_6111(X)^(*)  u_eps_2992(X),"Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart u ( INDEX_[ID] ) , OffShell u ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , u ( INDEX_[ID] ) , AntiPart OffShell u ( INDEX_[ID] ) ,","2/9*i*e^2*(p_2_%\nu_5454*gamma_{%\nu_5450,%eta_9269,%eta_9298}*gamma_{%\nu_5452,%eta_9299,%del_6040}*gamma_{+%\nu_5454,%eta_9298,%eta_9299}*A_{k_1767,+%\nu_5450}(p_1)*A_{l_1767,+%\nu_5452}(p_2)*u_{j_1769,%eta_9269}(p_4)_u^(*)*u_{i_1769,%del_6040}(p_3)_v + (-2)*p_3_%\nu_5452*gamma_{%\nu_5450,%eta_9277,%del_6043}*A_{k_1767,+%\nu_5450}(p_1)*A_{l_1767,+%\nu_5452}(p_2)*u_{j_1769,%eta_9277}(p_4)_u^(*)*u_{i_1769,%del_6043}(p_3)_v)/(s_23 + -1/2*reg_prop)",INDEX_[ID] / INDEX_[ID] * e ^ 4 * s_23 * s_24 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + - 4 / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_u ^ 2 * ( INDEX_[ID] * s_23 + 8 * s_24 ) / ( s_23 + - 1 / 2 * reg_prop ) + ( - INDEX_[ID] ) * i * e ^ 2 * m_u ^ 2 * ( m_u ^ 2 + 1 / 2 * s_34 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
AntiPart u_beta_9073(X)  AntiPart A_\nu_32562(X)  to  AntiPart u_alpha_11479(X)^(*)  A_\rho_32125(X),"Vertex INDEX_[ID]:AntiPart u ( INDEX_[ID] ) , A ( INDEX_[ID] ) , OffShell u ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart u ( INDEX_[ID] ) , AntiPart OffShell u ( INDEX_[ID] ) ,","4/9*i*e^2*(p_3_%\mu_34982*gamma_{%\tau_33100,%eta_16059,%beta_9249}*A_{j_12365,+%\mu_34982}(p_4)^(*)*A_{l_12363,+%\tau_33100}(p_2)*u_{i_12365,%beta_9249}(p_3)_v*u_{k_12363,%eta_16059}(p_1)_v^(*) + 1/2*p_4_%\lambda_32160*gamma_{+%\lambda_32160,%eta_16085,%eta_16086}*gamma_{%\mu_34982,%eta_16086,%beta_9251}*gamma_{%\tau_33100,%eta_16062,%eta_16085}*A_{j_12365,+%\mu_34982}(p_4)^(*)*A_{l_12363,+%\tau_33100}(p_2)*u_{i_12365,%beta_9251}(p_3)_v*u_{k_12363,%eta_16062}(p_1)_v^(*))/(s_12 + 1/2*reg_prop)",INDEX_[ID] / INDEX_[ID] * e ^ 4 * s_14 * s_34 * ( s_12 + 1 / 2 * reg_prop ) ^ ( - 2 ) + - INDEX_[ID] / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_u ^ 2 * ( m_u ^ 2 + - 1 / 2 * s_13 ) / ( s_12 + 1 / 2 * reg_prop ) + - 1 / 2 * i * e ^ 2 * m_u ^ 2 * ( s_14 + ( - 2 ) * s_34 ) / ( s_12 + 1 / 2 * reg_prop ) ) / ( s_12 + 1 / 2 * reg_prop )
AntiPart e_eps_3337(X)  d_eta_3406(X)^(*)  to  AntiPart e_alpha_3225(X)^(*)  d_beta_3145(X),"Vertex INDEX_[ID]:d ( INDEX_[ID] ) , d ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:AntiPart e ( INDEX_[ID] ) , AntiPart e ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/6*i*e^2*gamma_{%\sigma_12765,%gam_4653,%gam_4654}*gamma_{+%\sigma_12765,%gam_4655,%del_3928}*d_{l_4685,%del_3928}(p_2)_u*d_{j_4687,%gam_4655}(p_4)_u^(*)*e_{k_4685,%gam_4653}(p_1)_v^(*)*e_{i_4687,%gam_4654}(p_3)_v/(m_e^2 + -s_13 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_d ^ 2 * m_e ^ 2 + ( - 8 ) * m_d ^ 2 * s_13 + 8 * s_14 * s_23 + ( - 8 ) * m_e ^ 2 * s_24 + 8 * s_12 * s_34 ) * ( m_e ^ 2 + - s_13 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart s_gam_2308(X)  s_del_1703(X)^(*)  to  AntiPart c_alpha_2308(X)^(*)  c_beta_1384(X),"Vertex INDEX_[ID]:AntiPart c ( INDEX_[ID] ) , c ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:AntiPart s ( INDEX_[ID] ) , s ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","1/9*i*e^2*gamma_{+%\rho_5672,%eta_3285,%eps_1452}*gamma_{%\rho_5672,%gam_2316,%del_1711}*c_{i_1792,%eps_1452}(p_3)_v*c_{j_1792,%eta_3285}(p_4)_u^(*)*s_{l_1790,%del_1711}(p_2)_u*s_{k_1790,%gam_2316}(p_1)_v^(*)/(m_s^2 + s_12 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_c ^ 2 * m_s ^ 2 + 8 * m_c ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_s ^ 2 * s_34 ) * ( m_s ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart tt_eta_1137(X)  tt_alpha_944(X)^(*)  to  d_beta_857(X)  AntiPart d_gam_1918(X)^(*),"Vertex INDEX_[ID]:d ( INDEX_[ID] ) , AntiPart d ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:AntiPart tt ( INDEX_[ID] ) , tt ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","1/9*i*e^2*gamma_{+%\sigma_3570,%gam_1913,%eps_932}*gamma_{%\sigma_3570,%gam_1914,%gam_1915}*d_{j_1205,%eps_932}(p_4)_v*d_{i_1205,%gam_1913}(p_3)_u^(*)*tt_{k_1203,%gam_1914}(p_1)_v^(*)*tt_{l_1203,%gam_1915}(p_2)_u/(m_tt^2 + s_12 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_d ^ 2 * m_tt ^ 2 + 8 * m_d ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_tt ^ 2 * s_34 ) * ( m_tt ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart mu_eps_847(X)  mu_eta_2039(X)^(*)  to  AntiPart u_gam_1427(X)^(*)  u_del_1096(X),"Vertex INDEX_[ID]:AntiPart mu ( INDEX_[ID] ) , mu ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:AntiPart u ( INDEX_[ID] ) , u ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","1/3*i*e^2*gamma_{+%\mu_2812,%eta_2081,%eta_2082}*gamma_{%\mu_2812,%eta_2083,%alpha_1539}*u_{j_1008,%eta_2083}(p_4)_u^(*)*u_{i_1008,%alpha_1539}(p_3)_v*mu_{l_1006,%eta_2082}(p_2)_u*mu_{k_1006,%eta_2081}(p_1)_v^(*)/(m_mu^2 + s_12 + 1/2*reg_prop)",1 / 9 * e ^ 4 * ( INDEX_[ID] * m_u ^ 2 * m_mu ^ 2 + 8 * m_u ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_mu ^ 2 * s_34 ) * ( m_mu ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
e_del_2617(X)^(*)  AntiPart e_eps_1515(X)  to  AntiPart b_beta_1315(X)^(*)  b_gam_3673(X),"Vertex INDEX_[ID]:b ( INDEX_[ID] ) , AntiPart b ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:e ( INDEX_[ID] ) , AntiPart e ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/6*i*e^2*gamma_{+%\tau_5255,%gam_3670,%del_2637}*gamma_{%\tau_5255,%gam_3671,%eta_2288}*b_{i_1900,%eta_2288}(p_3)_v*b_{j_1880,%gam_3671}(p_4)_u^(*)*e_{l_1888,%gam_3670}(p_2)_v^(*)*e_{k_1888,%del_2637}(p_1)_u/(m_e^2 + s_12 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_b ^ 2 * m_e ^ 2 + 8 * m_b ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_e ^ 2 * s_34 ) * ( m_e ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart s_del_2249(X)  s_eps_1836(X)^(*)  to  AntiPart A_\nu_5768(X)  AntiPart A_\nu_5826(X),"Vertex INDEX_[ID]:AntiPart s ( INDEX_[ID] ) , A ( INDEX_[ID] ) , AntiPart OffShell s ( INDEX_[ID] ) , Vertex INDEX_[ID]:s ( INDEX_[ID] ) , A ( INDEX_[ID] ) , OffShell s ( INDEX_[ID] ) ,","-1/9*i*e^2*(p_1_%\rho_8212*gamma_{%\rho_8214,%eta_5679,%eps_2573}*A_{i_2175,+%\rho_8214}(p_3)^(*)*A_{j_2175,+%\rho_8212}(p_4)^(*)*s_{k_2173,%eta_5679}(p_1)_v^(*)*s_{l_2173,%eps_2573}(p_2)_u + -1/2*p_4_%\lambda_5914*gamma_{+%\lambda_5914,%eta_5711,%eta_5712}*gamma_{%\rho_8212,%eta_5682,%eta_5711}*gamma_{%\rho_8214,%eta_5712,%eps_2575}*A_{i_2175,+%\rho_8214}(p_3)^(*)*A_{j_2175,+%\rho_8212}(p_4)^(*)*s_{k_2173,%eta_5682}(p_1)_v^(*)*s_{l_2173,%eps_2575}(p_2)_u)/(s_23 + -1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * s_14 * s_24 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + 2 / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_s ^ 2 * ( m_s ^ 2 + 1 / 2 * s_12 ) / ( s_23 + - 1 / 2 * reg_prop ) + - 1 / INDEX_[ID] * i * e ^ 2 * m_s ^ 2 * ( INDEX_[ID] * s_14 + 8 * s_24 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
e_eps_60(X)^(*)  AntiPart e_eta_138(X)  to  mu_alpha_141(X)  AntiPart mu_beta_63(X)^(*),"Vertex INDEX_[ID]:mu ( INDEX_[ID] ) , AntiPart mu ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:e ( INDEX_[ID] ) , AntiPart e ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/2*i*e^2*gamma_{+%\sigma_249,%gam_165,%del_165}*gamma_{%\sigma_249,%gam_166,%del_166}*e_{k_43,%del_166}(p_1)_u*e_{l_43,%gam_166}(p_2)_v^(*)*mu_{i_45,%gam_165}(p_3)_u^(*)*mu_{j_45,%del_165}(p_4)_v/(m_e^2 + s_12 + 1/2*reg_prop)",1 / 4 * e ^ 4 * ( INDEX_[ID] * m_e ^ 2 * m_mu ^ 2 + 8 * m_mu ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_e ^ 2 * s_34 ) * ( m_e ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
A_\lambda_1692(X)  AntiPart A_\lambda_2114(X)  to  AntiPart mu_beta_763(X)^(*)  mu_gam_4995(X),"Vertex INDEX_[ID]:A ( INDEX_[ID] ) , mu ( INDEX_[ID] ) , AntiPart OffShell mu ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart mu ( INDEX_[ID] ) , OffShell mu ( INDEX_[ID] ) ,","-1/2*i*e^2*(p_2_%\sigma_4145*gamma_{%\lambda_2312,%gam_4931,%gam_4968}*gamma_{%\lambda_2314,%gam_4969,%beta_737}*gamma_{+%\sigma_4145,%gam_4968,%gam_4969}*A_{l_647,+%\lambda_2312}(p_2)*A_{k_647,+%\lambda_2314}(p_1)*mu_{i_649,%beta_737}(p_3)_v*mu_{j_649,%gam_4931}(p_4)_u^(*) + (-2)*p_4_%\lambda_2312*gamma_{%\lambda_2314,%gam_4937,%beta_740}*A_{l_647,+%\lambda_2312}(p_2)*A_{k_647,+%\lambda_2314}(p_1)*mu_{i_649,%beta_740}(p_3)_v*mu_{j_649,%gam_4937}(p_4)_u^(*))/(s_13 + -1/2*reg_prop)",2 * e ^ 4 * s_23 * s_24 * ( s_13 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + ( - 2 ) * i * e ^ 2 * ( i * e ^ 2 * m_mu ^ 2 * ( s_23 + 2 * s_24 ) / ( s_13 + - 1 / 2 * reg_prop ) + ( - 2 ) * i * e ^ 2 * m_mu ^ 2 * ( m_mu ^ 2 + 1 / 2 * s_34 ) / ( s_13 + - 1 / 2 * reg_prop ) ) / ( s_13 + - 1 / 2 * reg_prop )
AntiPart e_beta_1619(X)  e_gam_6141(X)^(*)  to  AntiPart A_\nu_5779(X)  A_\rho_5667(X),"Vertex INDEX_[ID]:AntiPart e ( INDEX_[ID] ) , A ( INDEX_[ID] ) , AntiPart OffShell e ( INDEX_[ID] ) , Vertex INDEX_[ID]:e ( INDEX_[ID] ) , A ( INDEX_[ID] ) , OffShell e ( INDEX_[ID] ) ,","i*e^2*(p_2_%\sigma_8428*gamma_{%\tau_6257,%gam_7315,%gam_7316}*A_{j_2135,+%\sigma_8428}(p_4)^(*)*A_{i_2155,+%\tau_6257}(p_3)^(*)*e_{k_2143,%gam_7315}(p_1)_v^(*)*e_{l_2143,%gam_7316}(p_2)_u + -1/2*p_4_%\tau_6259*gamma_{%\sigma_8428,%gam_7369,%gam_7321}*gamma_{%\tau_6257,%gam_7320,%gam_7368}*gamma_{+%\tau_6259,%gam_7368,%gam_7369}*A_{j_2135,+%\sigma_8428}(p_4)^(*)*A_{i_2155,+%\tau_6257}(p_3)^(*)*e_{k_2143,%gam_7320}(p_1)_v^(*)*e_{l_2143,%gam_7321}(p_2)_u)/(s_13 + -1/2*reg_prop)",e ^ 4 * s_14 * s_24 * ( s_13 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + 2 * i * e ^ 2 * ( i * e ^ 2 * m_e ^ 2 * ( m_e ^ 2 + 1 / 2 * s_12 ) / ( s_13 + - 1 / 2 * reg_prop ) + - 1 / 2 * i * e ^ 2 * m_e ^ 2 * ( s_14 + 2 * s_24 ) / ( s_13 + - 1 / 2 * reg_prop ) ) / ( s_13 + - 1 / 2 * reg_prop )
AntiPart tt_beta_1639(X)  tt_gam_6450(X)^(*)  to  A_\sigma_7849(X)  AntiPart A_\sigma_8210(X),"Vertex INDEX_[ID]:AntiPart tt ( INDEX_[ID] ) , A ( INDEX_[ID] ) , AntiPart OffShell tt ( INDEX_[ID] ) , Vertex INDEX_[ID]:tt ( INDEX_[ID] ) , A ( INDEX_[ID] ) , OffShell tt ( INDEX_[ID] ) ,","4/9*i*e^2*(p_2_%\sigma_8149*gamma_{%\sigma_8151,%gam_7062,%gam_7063}*A_{j_2115,+%\sigma_8149}(p_4)^(*)*A_{i_2115,+%\sigma_8151}(p_3)^(*)*tt_{k_2113,%gam_7062}(p_1)_v^(*)*tt_{l_2113,%gam_7063}(p_2)_u + -1/2*p_4_%\mu_5645*gamma_{+%\mu_5645,%gam_7115,%gam_7116}*gamma_{%\sigma_8149,%gam_7116,%gam_7068}*gamma_{%\sigma_8151,%gam_7067,%gam_7115}*A_{j_2115,+%\sigma_8149}(p_4)^(*)*A_{i_2115,+%\sigma_8151}(p_3)^(*)*tt_{k_2113,%gam_7067}(p_1)_v^(*)*tt_{l_2113,%gam_7068}(p_2)_u)/(s_13 + -1/2*reg_prop)",INDEX_[ID] / INDEX_[ID] * e ^ 4 * s_14 * s_24 * ( s_13 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + INDEX_[ID] / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_tt ^ 2 * ( m_tt ^ 2 + 1 / 2 * s_12 ) / ( s_13 + - 1 / 2 * reg_prop ) + - 1 / 2 * i * e ^ 2 * m_tt ^ 2 * ( s_14 + 2 * s_24 ) / ( s_13 + - 1 / 2 * reg_prop ) ) / ( s_13 + - 1 / 2 * reg_prop )
u_beta_1504(X)^(*)  AntiPart u_gam_2818(X)  to  AntiPart A_\tau_5833(X)  A_\mu_6627(X),"Vertex INDEX_[ID]:AntiPart u ( INDEX_[ID] ) , A ( INDEX_[ID] ) , AntiPart OffShell u ( INDEX_[ID] ) , Vertex INDEX_[ID]:u ( INDEX_[ID] ) , A ( INDEX_[ID] ) , OffShell u ( INDEX_[ID] ) ,","-4/9*i*e^2*(p_2_%\mu_6577*gamma_{%\sigma_5665,%gam_3667,%beta_1980}*A_{j_2025,+%\mu_6577}(p_4)^(*)*A_{i_2025,+%\sigma_5665}(p_3)^(*)*u_{k_2023,%beta_1980}(p_1)_u*u_{l_2023,%gam_3667}(p_2)_v^(*) + -1/2*p_4_%\rho_5442*gamma_{%\mu_6577,%gam_3670,%gam_3701}*gamma_{+%\rho_5442,%gam_3701,%gam_3702}*gamma_{%\sigma_5665,%gam_3702,%beta_1982}*A_{j_2025,+%\mu_6577}(p_4)^(*)*A_{i_2025,+%\sigma_5665}(p_3)^(*)*u_{k_2023,%beta_1982}(p_1)_u*u_{l_2023,%gam_3670}(p_2)_v^(*))/(s_13 + -1/2*reg_prop)",INDEX_[ID] / INDEX_[ID] * e ^ 4 * s_14 * s_24 * ( s_13 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + INDEX_[ID] / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_u ^ 2 * ( m_u ^ 2 + 1 / 2 * s_12 ) / ( s_13 + - 1 / 2 * reg_prop ) + - 1 / 2 * i * e ^ 2 * m_u ^ 2 * ( s_14 + 2 * s_24 ) / ( s_13 + - 1 / 2 * reg_prop ) ) / ( s_13 + - 1 / 2 * reg_prop )
s_beta_6865(X)^(*)  AntiPart A_\tau_24289(X)  to  s_alpha_8042(X)  AntiPart A_\tau_24400(X),"Vertex INDEX_[ID]:A ( INDEX_[ID] ) , s ( INDEX_[ID] ) , AntiPart OffShell s ( INDEX_[ID] ) , Vertex INDEX_[ID]:s ( INDEX_[ID] ) , A ( INDEX_[ID] ) , OffShell s ( INDEX_[ID] ) ,","1/9*i*e^2*(p_1_%\rho_26855*gamma_{%\tau_24329,%eta_11346,%beta_7590}*A_{j_9055,+%\rho_26855}(p_4)^(*)*A_{l_9053,+%\tau_24329}(p_2)*s_{k_9053,%beta_7590}(p_1)_u*s_{i_9055,%eta_11346}(p_3)_u^(*) + -1/2*p_4_%\sigma_24439*gamma_{%\rho_26855,%eta_11373,%beta_7592}*gamma_{+%\sigma_24439,%eta_11372,%eta_11373}*gamma_{%\tau_24329,%eta_11349,%eta_11372}*A_{j_9055,+%\rho_26855}(p_4)^(*)*A_{l_9053,+%\tau_24329}(p_2)*s_{k_9053,%beta_7592}(p_1)_u*s_{i_9055,%eta_11349}(p_3)_u^(*))/(s_23 + -1/2*reg_prop)",2 / INDEX_[ID] * e ^ 4 * s_14 * s_34 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + - 4 / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_s ^ 2 * ( m_s ^ 2 + - 1 / 2 * s_13 ) / ( s_23 + - 1 / 2 * reg_prop ) + - 1 / INDEX_[ID] * i * e ^ 2 * m_s ^ 2 * ( INDEX_[ID] * s_14 + ( - 8 ) * s_34 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
e_del_1837(X)^(*)  AntiPart e_eps_1019(X)  to  d_eta_1423(X)  AntiPart d_alpha_1106(X)^(*),"Vertex INDEX_[ID]:d ( INDEX_[ID] ) , AntiPart d ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:e ( INDEX_[ID] ) , AntiPart e ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/6*i*e^2*gamma_{%\sigma_4072,%gam_2531,%eta_1420}*gamma_{+%\sigma_4072,%gam_2532,%gam_2533}*d_{i_1237,%gam_2532}(p_3)_u^(*)*d_{j_1217,%gam_2533}(p_4)_v*e_{k_1225,%eta_1420}(p_1)_u*e_{l_1225,%gam_2531}(p_2)_v^(*)/(m_e^2 + s_12 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_d ^ 2 * m_e ^ 2 + 8 * m_d ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_e ^ 2 * s_34 ) * ( m_e ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart u_eta_4237(X)  u_alpha_2995(X)^(*)  to  A_\sigma_5982(X)  A_\lambda_5760(X),"Vertex INDEX_[ID]:AntiPart u ( INDEX_[ID] ) , A ( INDEX_[ID] ) , AntiPart OffShell u ( INDEX_[ID] ) , Vertex INDEX_[ID]:u ( INDEX_[ID] ) , A ( INDEX_[ID] ) , OffShell u ( INDEX_[ID] ) ,","-4/9*i*e^2*(p_1_%\rho_5650*gamma_{%\nu_5766,%eta_4168,%alpha_2931}*A_{i_2085,+%\nu_5766}(p_3)^(*)*A_{j_2085,+%\rho_5650}(p_4)^(*)*u_{l_2083,%alpha_2931}(p_2)_u*u_{k_2083,%eta_4168}(p_1)_v^(*) + -1/2*p_4_%\mu_7015*gamma_{+%\mu_7015,%eta_4192,%eta_4193}*gamma_{%\nu_5766,%eta_4193,%alpha_2933}*gamma_{%\rho_5650,%eta_4171,%eta_4192}*A_{i_2085,+%\nu_5766}(p_3)^(*)*A_{j_2085,+%\rho_5650}(p_4)^(*)*u_{l_2083,%alpha_2933}(p_2)_u*u_{k_2083,%eta_4171}(p_1)_v^(*))/(s_23 + -1/2*reg_prop)",INDEX_[ID] / INDEX_[ID] * e ^ 4 * s_14 * s_24 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + INDEX_[ID] / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_u ^ 2 * ( m_u ^ 2 + 1 / 2 * s_12 ) / ( s_23 + - 1 / 2 * reg_prop ) + - 1 / INDEX_[ID] * i * e ^ 2 * m_u ^ 2 * ( INDEX_[ID] * s_14 + 8 * s_24 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
AntiPart d_gam_3546(X)  d_del_2560(X)^(*)  to  AntiPart c_alpha_1540(X)^(*)  c_beta_1285(X),"Vertex INDEX_[ID]:AntiPart c ( INDEX_[ID] ) , c ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:AntiPart d ( INDEX_[ID] ) , d ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","1/9*i*e^2*gamma_{+%\nu_5650,%eta_2027,%eps_1456}*gamma_{%\nu_5650,%gam_3574,%del_2574}*c_{j_1792,%eta_2027}(p_4)_u^(*)*c_{i_1792,%eps_1456}(p_3)_v*d_{k_1790,%gam_3574}(p_1)_v^(*)*d_{l_1790,%del_2574}(p_2)_u/(m_d^2 + s_12 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_c ^ 2 * m_d ^ 2 + 8 * m_c ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_d ^ 2 * s_34 ) * ( m_d ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
d_beta_1391(X)^(*)  AntiPart d_gam_4108(X)  to  A_\nu_6244(X)  A_\rho_5313(X),"Vertex INDEX_[ID]:AntiPart d ( INDEX_[ID] ) , A ( INDEX_[ID] ) , AntiPart OffShell d ( INDEX_[ID] ) , Vertex INDEX_[ID]:d ( INDEX_[ID] ) , A ( INDEX_[ID] ) , OffShell d ( INDEX_[ID] ) ,","1/9*i*e^2*(p_1_%\nu_6200*gamma_{%\tau_5555,%gam_4039,%del_2890}*A_{j_1965,+%\nu_6200}(p_4)^(*)*A_{i_1965,+%\tau_5555}(p_3)^(*)*d_{l_1963,%gam_4039}(p_2)_v^(*)*d_{k_1963,%del_2890}(p_1)_u + -1/2*p_4_%\lambda_5365*gamma_{+%\lambda_5365,%gam_4069,%gam_4070}*gamma_{%\nu_6200,%gam_4070,%del_2892}*gamma_{%\tau_5555,%gam_4042,%gam_4069}*A_{j_1965,+%\nu_6200}(p_4)^(*)*A_{i_1965,+%\tau_5555}(p_3)^(*)*d_{l_1963,%gam_4042}(p_2)_v^(*)*d_{k_1963,%del_2892}(p_1)_u)/(s_23 + -1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * s_14 * s_24 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + 2 / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_d ^ 2 * ( m_d ^ 2 + 1 / 2 * s_12 ) / ( s_23 + - 1 / 2 * reg_prop ) + - 1 / INDEX_[ID] * i * e ^ 2 * m_d ^ 2 * ( INDEX_[ID] * s_14 + 8 * s_24 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
