interaction,topology,amplitude,squared_amplitude
u_gam_3098(X)^(*)  AntiPart tt_alpha_2973(X)  to  u_beta_2638(X)  AntiPart tt_gam_3136(X)^(*),"Vertex V_1:AntiPart tt(X_2), AntiPart tt(X_4),  OffShell A(V_1), Vertex V_0:u(X_1), u(X_3),  OffShell A(V_0),","-2/9*i*e^2*gamma_{+%\sigma_10363,%eta_3894,%gam_3132}*gamma_{%\sigma_10363,%gam_3133,%eta_3895}*u_{i_4008,%eta_3894}(p_3)_u^(*)*u_{k_4006,%gam_3132}(p_1)_u*tt_{j_4008,%eta_3895}(p_4)_v*tt_{l_4006,%gam_3133}(p_2)_v^(*)/(m_u^2 + -s_13 + 1/2*reg_prop)",4/81*e^4*(16*m_u^2*m_tt^2 + (-8)*m_tt^2*s_13 + 8*s_14*s_23 + (-8)*m_u^2*s_24 + 8*s_12*s_34)*(m_u^2 + -s_13 + 1/2*reg_prop)^(-2)
mu_eps_819(X)^(*)  AntiPart t_gam_865(X)  to  mu_del_808(X)  AntiPart t_eps_832(X)^(*),"Vertex V_0:mu(X_1), mu(X_3),  OffShell A(V_0), Vertex V_1:AntiPart t(X_2), AntiPart t(X_4),  OffShell A(V_1),","-1/2*i*e^2*gamma_{+%\tau_2007,%eta_1353,%eps_829}*gamma_{%\tau_2007,%gam_863,%del_806}*t_{j_716,%del_806}(p_4)_v*t_{l_714,%gam_863}(p_2)_v^(*)*mu_{i_716,%eta_1353}(p_3)_u^(*)*mu_{k_714,%eps_829}(p_1)_u/(m_mu^2 + -s_13 + 1/2*reg_prop)",1/4*e^4*(16*m_t^2*m_mu^2 + (-8)*m_t^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(m_mu^2 + -s_13 + 1/2*reg_prop)^(-2)
tt_alpha_2877(X)^(*)  A_\rho_11585(X)  to  tt_beta_2755(X)  A_\sigma_12344(X),"Vertex V_1:A(X_2), tt(X_3), AntiPart  OffShell tt(V_1), Vertex V_0:tt(X_1), A(X_4),  OffShell tt(V_0),","4/9*i*e^2*(p_1_%\sigma_12288*gamma_{%\sigma_12290,%gam_4199,%del_3404}*A_{l_4449,+%\sigma_12290}(p_2)*A_{j_4451,+%\sigma_12288}(p_4)^(*)*tt_{i_4451,%gam_4199}(p_3)_u^(*)*tt_{k_4449,%del_3404}(p_1)_u + -1/2*p_4_%\tau_11763*gamma_{%\sigma_12288,%gam_4226,%del_3406}*gamma_{%\sigma_12290,%gam_4202,%gam_4225}*gamma_{+%\tau_11763,%gam_4225,%gam_4226}*A_{l_4449,+%\sigma_12290}(p_2)*A_{j_4451,+%\sigma_12288}(p_4)^(*)*tt_{i_4451,%gam_4202}(p_3)_u^(*)*tt_{k_4449,%del_3406}(p_1)_u)/(s_23 + -1/2*reg_prop)",32/81*e^4*s_14*s_34*(s_23 + -1/2*reg_prop)^(-2) + -64/81*i*e^2*(i*e^2*m_tt^2*(m_tt^2 + -1/2*s_13)/(s_23 + -1/2*reg_prop) + -1/16*i*e^2*m_tt^2*(16*s_14 + (-8)*s_34)/(s_23 + -1/2*reg_prop))/(s_23 + -1/2*reg_prop)
mu_eps_5384(X)^(*)  AntiPart c_gam_5789(X)  to  mu_del_5465(X)  AntiPart c_eps_5397(X)^(*),"Vertex V_1:AntiPart c(X_2), AntiPart c(X_4),  OffShell A(V_1), Vertex V_0:mu(X_1), mu(X_3),  OffShell A(V_0),","1/3*i*e^2*gamma_{+%\lambda_20219,%eta_6483,%eps_5394}*gamma_{%\lambda_20219,%eta_6484,%beta_5230}*c_{l_7784,%eta_6484}(p_2)_v^(*)*c_{j_7786,%beta_5230}(p_4)_v*mu_{i_7786,%eta_6483}(p_3)_u^(*)*mu_{k_7784,%eps_5394}(p_1)_u/(m_mu^2 + -s_13 + 1/2*reg_prop)",1/9*e^4*(16*m_c^2*m_mu^2 + (-8)*m_c^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(m_mu^2 + -s_13 + 1/2*reg_prop)^(-2)
AntiPart s_eps_1321(X)  tt_eta_1970(X)^(*)  to  AntiPart s_alpha_1335(X)^(*)  tt_beta_1055(X),"Vertex V_1:tt(X_2), tt(X_4),  OffShell A(V_1), Vertex V_0:AntiPart s(X_1), AntiPart s(X_3),  OffShell A(V_0),","1/9*i*e^2*gamma_{+%\sigma_4091,%eta_1968,%gam_1503}*gamma_{%\sigma_4091,%gam_1504,%del_1347}*s_{k_1523,%eta_1968}(p_1)_v^(*)*s_{i_1525,%gam_1503}(p_3)_v*tt_{j_1525,%gam_1504}(p_4)_u^(*)*tt_{l_1523,%del_1347}(p_2)_u/(m_s^2 + -s_13 + 1/2*reg_prop)",1/81*e^4*(16*m_s^2*m_tt^2 + (-8)*m_tt^2*s_13 + 8*s_14*s_23 + (-8)*m_s^2*s_24 + 8*s_12*s_34)*(m_s^2 + -s_13 + 1/2*reg_prop)^(-2)
AntiPart u_del_5887(X)  A_\lambda_21523(X)  to  AntiPart u_eps_5959(X)^(*)  A_\tau_21691(X),"Vertex V_1:AntiPart u(X_3), A(X_4),  OffShell u(V_1), Vertex V_0:A(X_2), AntiPart u(X_1), AntiPart  OffShell u(V_0),","4/9*i*e^2*(p_3_%\sigma_21935*gamma_{%\rho_21665,%eta_8076,%eps_5908}*A_{l_8331,+%\rho_21665}(p_2)*A_{j_8333,+%\sigma_21935}(p_4)^(*)*u_{i_8333,%eps_5908}(p_3)_v*u_{k_8331,%eta_8076}(p_1)_v^(*) + 1/2*p_4_%\rho_21667*gamma_{%\rho_21665,%eta_8079,%eta_8100}*gamma_{+%\rho_21667,%eta_8100,%eta_8101}*gamma_{%\sigma_21935,%eta_8101,%eps_5910}*A_{l_8331,+%\rho_21665}(p_2)*A_{j_8333,+%\sigma_21935}(p_4)^(*)*u_{i_8333,%eps_5910}(p_3)_v*u_{k_8331,%eta_8079}(p_1)_v^(*))/(s_12 + 1/2*reg_prop)",32/81*e^4*s_14*s_34*(s_12 + 1/2*reg_prop)^(-2) + -64/81*i*e^2*(i*e^2*m_u^2*(m_u^2 + -1/2*s_13)/(s_12 + 1/2*reg_prop) + -1/2*i*e^2*m_u^2*(s_14 + (-2)*s_34)/(s_12 + 1/2*reg_prop))/(s_12 + 1/2*reg_prop)
b_alpha_343(X)^(*)  AntiPart b_beta_272(X)  to  tt_gam_681(X)  AntiPart tt_del_438(X)^(*),"Vertex V_0:tt(X_3), AntiPart tt(X_4),  OffShell A(V_0), Vertex V_1:b(X_1), AntiPart b(X_2),  OffShell A(V_1),","1/9*i*e^2*gamma_{+%\tau_1143,%gam_676,%eta_497}*gamma_{%\tau_1143,%gam_677,%gam_678}*b_{k_337,%gam_678}(p_1)_u*b_{l_337,%gam_677}(p_2)_v^(*)*tt_{j_339,%eta_497}(p_4)_v*tt_{i_339,%gam_676}(p_3)_u^(*)/(m_b^2 + s_12 + 1/2*reg_prop)",1/81*e^4*(16*m_b^2*m_tt^2 + 8*m_tt^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + s_12 + 1/2*reg_prop)^(-2)
u_eps_436(X)^(*)  AntiPart u_eta_846(X)  to  A_\sigma_1197(X)  AntiPart A_\lambda_1157(X),"Vertex V_0:AntiPart u(X_2), A(X_3), AntiPart  OffShell u(V_0), Vertex V_1:u(X_1), A(X_4),  OffShell u(V_1),","4/9*i*e^2*(p_1_%\rho_1101*gamma_{%\nu_1197,%eta_771,%eps_417}*A_{i_389,+%\nu_1197}(p_3)^(*)*A_{j_389,+%\rho_1101}(p_4)^(*)*u_{k_387,%eps_417}(p_1)_u*u_{l_387,%eta_771}(p_2)_v^(*) + -1/2*p_4_%\mu_1195*gamma_{+%\mu_1195,%eta_801,%eta_802}*gamma_{%\nu_1197,%eta_774,%eta_801}*gamma_{%\rho_1101,%eta_802,%eps_419}*A_{i_389,+%\nu_1197}(p_3)^(*)*A_{j_389,+%\rho_1101}(p_4)^(*)*u_{k_387,%eps_419}(p_1)_u*u_{l_387,%eta_774}(p_2)_v^(*))/(s_23 + -1/2*reg_prop)",16/81*e^4*s_14*s_24*(s_23 + -1/2*reg_prop)^(-2) + 32/81*i*e^2*(i*e^2*m_u^2*(m_u^2 + 1/2*s_12)/(s_23 + -1/2*reg_prop) + -1/16*i*e^2*m_u^2*(16*s_14 + 8*s_24)/(s_23 + -1/2*reg_prop))/(s_23 + -1/2*reg_prop)
AntiPart e_eps_655(X)  mu_eta_597(X)^(*)  to  AntiPart e_alpha_513(X)^(*)  mu_beta_418(X),"Vertex V_1:mu(X_2), mu(X_4),  OffShell A(V_1), Vertex V_0:AntiPart e(X_1), AntiPart e(X_3),  OffShell A(V_0),","-1/2*i*e^2*gamma_{+%\sigma_1752,%eta_595,%beta_415}*gamma_{%\sigma_1752,%gam_1316,%gam_1317}*e_{i_445,%gam_1317}(p_3)_v*e_{k_443,%gam_1316}(p_1)_v^(*)*mu_{l_443,%beta_415}(p_2)_u*mu_{j_445,%eta_595}(p_4)_u^(*)/(m_e^2 + -s_13 + 1/2*reg_prop)",1/4*e^4*(16*m_e^2*m_mu^2 + (-8)*m_mu^2*s_13 + 8*s_14*s_23 + (-8)*m_e^2*s_24 + 8*s_12*s_34)*(m_e^2 + -s_13 + 1/2*reg_prop)^(-2)
e_alpha_5921(X)^(*)  AntiPart c_eps_6015(X)  to  e_eta_6208(X)  AntiPart c_alpha_5935(X)^(*),"Vertex V_1:AntiPart c(X_2), AntiPart c(X_4),  OffShell A(V_1), Vertex V_0:e(X_1), e(X_3),  OffShell A(V_0),","1/3*i*e^2*gamma_{+%\sigma_23755,%eta_6206,%del_6954}*gamma_{%\sigma_23755,%gam_7933,%del_6955}*c_{l_8918,%eta_6206}(p_2)_v^(*)*c_{j_8920,%del_6954}(p_4)_v*e_{i_8920,%gam_7933}(p_3)_u^(*)*e_{k_8918,%del_6955}(p_1)_u/(m_e^2 + -s_13 + 1/2*reg_prop)",1/9*e^4*(16*m_c^2*m_e^2 + (-8)*m_c^2*s_13 + 8*s_14*s_23 + (-8)*m_e^2*s_24 + 8*s_12*s_34)*(m_e^2 + -s_13 + 1/2*reg_prop)^(-2)
AntiPart e_eps_4231(X)  s_eta_4357(X)^(*)  to  AntiPart e_alpha_4137(X)^(*)  s_beta_4048(X),"Vertex V_1:s(X_2), s(X_4),  OffShell A(V_1), Vertex V_0:AntiPart e(X_1), AntiPart e(X_3),  OffShell A(V_0),","-1/6*i*e^2*gamma_{+%\sigma_16432,%eta_4355,%beta_4045}*gamma_{%\sigma_16432,%gam_5752,%gam_5753}*e_{i_6101,%gam_5753}(p_3)_v*e_{k_6099,%gam_5752}(p_1)_v^(*)*s_{l_6099,%beta_4045}(p_2)_u*s_{j_6101,%eta_4355}(p_4)_u^(*)/(m_e^2 + -s_13 + 1/2*reg_prop)",1/36*e^4*(16*m_e^2*m_s^2 + (-8)*m_s^2*s_13 + 8*s_14*s_23 + (-8)*m_e^2*s_24 + 8*s_12*s_34)*(m_e^2 + -s_13 + 1/2*reg_prop)^(-2)
AntiPart u_alpha_2983(X)  tt_beta_2642(X)^(*)  to  AntiPart u_gam_3188(X)^(*)  tt_del_2963(X),"Vertex V_1:tt(X_2), tt(X_4),  OffShell A(V_1), Vertex V_0:AntiPart u(X_1), AntiPart u(X_3),  OffShell A(V_0),","-2/9*i*e^2*gamma_{+%\sigma_10414,%gam_3184,%eps_3063}*gamma_{%\sigma_10414,%gam_3185,%del_2960}*u_{i_4017,%eps_3063}(p_3)_v*u_{k_4015,%gam_3184}(p_1)_v^(*)*tt_{l_4015,%del_2960}(p_2)_u*tt_{j_4017,%gam_3185}(p_4)_u^(*)/(m_u^2 + -s_13 + 1/2*reg_prop)",4/81*e^4*(16*m_u^2*m_tt^2 + (-8)*m_tt^2*s_13 + 8*s_14*s_23 + (-8)*m_u^2*s_24 + 8*s_12*s_34)*(m_u^2 + -s_13 + 1/2*reg_prop)^(-2)
t_alpha_6221(X)^(*)  AntiPart A_\mu_24377(X)  to  t_del_7798(X)  AntiPart A_\nu_24455(X),"Vertex V_0:t(X_3), A(X_4), AntiPart  OffShell t(V_0), Vertex V_1:t(X_1), A(X_2),  OffShell t(V_1),","-i*e^2*(p_3_%\tau_26040*gamma_{%\tau_26042,%gam_8786,%del_7695}*A_{l_9497,+%\tau_26042}(p_2)*A_{j_9499,+%\tau_26040}(p_4)^(*)*t_{k_9497,%del_7695}(p_1)_u*t_{i_9499,%gam_8786}(p_3)_u^(*) + 1/2*p_4_%\lambda_24483*gamma_{+%\lambda_24483,%gam_8818,%gam_8819}*gamma_{%\tau_26040,%gam_8789,%gam_8818}*gamma_{%\tau_26042,%gam_8819,%del_7697}*A_{l_9497,+%\tau_26042}(p_2)*A_{j_9499,+%\tau_26040}(p_4)^(*)*t_{k_9497,%del_7697}(p_1)_u*t_{i_9499,%gam_8789}(p_3)_u^(*))/(s_12 + 1/2*reg_prop)",2*e^4*s_14*s_34*(s_12 + 1/2*reg_prop)^(-2) + (-4)*i*e^2*(i*e^2*m_t^2*(m_t^2 + -1/2*s_13)/(s_12 + 1/2*reg_prop) + -1/2*i*e^2*m_t^2*(s_14 + (-2)*s_34)/(s_12 + 1/2*reg_prop))/(s_12 + 1/2*reg_prop)
s_eps_314(X)^(*)  AntiPart s_eta_641(X)  to  c_alpha_400(X)  AntiPart c_beta_263(X)^(*),"Vertex V_1:c(X_3), AntiPart c(X_4),  OffShell A(V_1), Vertex V_0:s(X_1), AntiPart s(X_2),  OffShell A(V_0),","1/9*i*e^2*gamma_{%\rho_1048,%eta_639,%alpha_397}*gamma_{+%\rho_1048,%gam_539,%del_425}*c_{j_351,%del_425}(p_4)_v*c_{i_351,%gam_539}(p_3)_u^(*)*s_{l_349,%eta_639}(p_2)_v^(*)*s_{k_349,%alpha_397}(p_1)_u/(m_s^2 + s_12 + 1/2*reg_prop)",1/81*e^4*(16*m_c^2*m_s^2 + 8*m_c^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_s^2*s_34)*(m_s^2 + s_12 + 1/2*reg_prop)^(-2)
"G_{d_86,\tau_2141}(X)  AntiPart G_{e_86,\mu_2783}(X)  to  s_{G_264,alpha_430}(X)  AntiPart s_{H_301,beta_266}(X)^(*)","Vertex V_1:G(X_2), AntiPart s(X_4),  OffShell s(V_1), Vertex V_0:G(X_1), s(X_3), AntiPart  OffShell s(V_0),","1/2*i*g^2*(p_2_%\sigma_4018*gamma_{+%\sigma_4018,%gam_5806,%gam_5807}*gamma_{%\tau_2000,%gam_5771,%gam_5806}*gamma_{%\tau_2002,%gam_5807,%del_5648}*T_C_10_{%c_527,%G_181,%D_9550}*T_C_10_{%c_528,%D_9550,%H_207}*G_{i_315,%c_528,+%\tau_2002}(p_2)*G_{l_309,%c_527,+%\tau_2000}(p_1)*s_{k_311,%H_207,%del_5648}(p_4)_v*s_{j_307,%G_181,%gam_5771}(p_3)_u^(*) + (-2)*p_4_%\tau_2002*gamma_{%\tau_2000,%gam_5779,%del_5653}*T_C_10_{%c_529,%G_182,%D_9551}*T_C_10_{%c_530,%D_9551,%H_208}*G_{i_315,%c_530,+%\tau_2002}(p_2)*G_{l_309,%c_529,+%\tau_2000}(p_1)*s_{k_311,%H_208,%del_5653}(p_4)_v*s_{j_307,%G_182,%gam_5779}(p_3)_u^(*))/(s_13 + -1/2*reg_prop)",1/6*g^4*s_23*s_24*(s_13 + -1/2*reg_prop)^(-2) + -1/6*i*g^2*(i*g^2*m_s^2*(s_23 + 2*s_24)/(s_13 + -1/2*reg_prop) + (-2)*i*g^2*m_s^2*(m_s^2 + 1/2*s_34)/(s_13 + -1/2*reg_prop))/(s_13 + -1/2*reg_prop)
"G_{d_48,\sigma_294}(X)  AntiPart G_{e_48,\lambda_230}(X)  to  u_{E_63,eps_24}(X)  AntiPart u_{F_37,eta_96}(X)^(*)","Vertex V_1:u(X_3), AntiPart u(X_4),  OffShell G(V_1), Vertex V_0:G(X_1), G(X_2),  OffShell G(V_0),","-1/2*g*(i*g*p_3_%\nu_183*gamma_{%\sigma_130,%gam_107,%del_107}*T_C_10_{%g_98,%D_95,%B_60}*T_C_10_{%h_82,%A_60,%D_95}*G_{k_3,%g_98,+%\sigma_130}(p_2)*G_{i_3,%h_82,+%\nu_183}(p_1)*u_{l_3,%A_60,%gam_107}(p_3)_u^(*)*u_{j_5,%B_60,%del_107}(p_4)_v + i*g*p_4_%\nu_183*gamma_{%\sigma_130,%gam_108,%del_108}*T_C_10_{%g_99,%D_96,%B_60}*T_C_10_{%h_83,%A_60,%D_96}*G_{k_3,%g_99,+%\sigma_130}(p_2)*G_{i_3,%h_83,+%\nu_183}(p_1)*u_{l_3,%A_60,%gam_108}(p_3)_u^(*)*u_{j_5,%B_60,%del_108}(p_4)_v + -i*g*p_3_%\nu_183*gamma_{%\sigma_130,%gam_109,%del_109}*T_C_10_{%g_100,%A_60,%D_105}*T_C_10_{%h_84,%D_105,%B_60}*G_{k_3,%g_100,+%\sigma_130}(p_2)*G_{i_3,%h_84,+%\nu_183}(p_1)*u_{l_3,%A_60,%gam_109}(p_3)_u^(*)*u_{j_5,%B_60,%del_109}(p_4)_v + -i*g*p_4_%\nu_183*gamma_{%\sigma_130,%gam_110,%del_110}*T_C_10_{%g_101,%A_60,%D_106}*T_C_10_{%h_85,%D_106,%B_60}*G_{k_3,%g_101,+%\sigma_130}(p_2)*G_{i_3,%h_85,+%\nu_183}(p_1)*u_{l_3,%A_60,%gam_110}(p_3)_u^(*)*u_{j_5,%B_60,%del_110}(p_4)_v + (-2)*i*g*p_3_%\tau_131*gamma_{%\sigma_130,%gam_111,%del_111}*T_C_10_{%g_102,%D_97,%B_60}*T_C_10_{%h_86,%A_60,%D_97}*G_{k_3,%g_102,+%\tau_131}(p_2)*G_{i_3,%h_86,+%\sigma_130}(p_1)*u_{l_3,%A_60,%gam_111}(p_3)_u^(*)*u_{j_5,%B_60,%del_111}(p_4)_v + (-2)*i*g*p_4_%\tau_131*gamma_{%\sigma_130,%gam_112,%del_112}*T_C_10_{%g_103,%D_98,%B_60}*T_C_10_{%h_87,%A_60,%D_98}*G_{k_3,%g_103,+%\tau_131}(p_2)*G_{i_3,%h_87,+%\sigma_130}(p_1)*u_{l_3,%A_60,%gam_112}(p_3)_u^(*)*u_{j_5,%B_60,%del_112}(p_4)_v + 2*i*g*p_3_%\tau_131*gamma_{%\sigma_130,%gam_115,%del_115}*T_C_10_{%g_106,%A_60,%D_107}*T_C_10_{%h_90,%D_107,%B_60}*G_{k_3,%g_106,+%\tau_131}(p_2)*G_{i_3,%h_90,+%\sigma_130}(p_1)*u_{l_3,%A_60,%gam_115}(p_3)_u^(*)*u_{j_5,%B_60,%del_115}(p_4)_v + 2*i*g*p_4_%\tau_131*gamma_{%\sigma_130,%gam_116,%del_116}*T_C_10_{%g_107,%A_60,%D_108}*T_C_10_{%h_91,%D_108,%B_60}*G_{k_3,%g_107,+%\tau_131}(p_2)*G_{i_3,%h_91,+%\sigma_130}(p_1)*u_{l_3,%A_60,%gam_116}(p_3)_u^(*)*u_{j_5,%B_60,%del_116}(p_4)_v + (-2)*i*g*p_2_+%\sigma_130*gamma_{%\sigma_130,%gam_127,%del_127}*T_C_10_{%g_110,%D_103,%B_60}*T_C_10_{%h_94,%A_60,%D_103}*G_{k_3,%g_110,%\nu_253}(p_2)*G_{i_3,%h_94,+%\nu_253}(p_1)*u_{l_3,%A_60,%gam_127}(p_3)_u^(*)*u_{j_5,%B_60,%del_127}(p_4)_v + 2*i*g*p_2_+%\sigma_130*gamma_{%\sigma_130,%gam_128,%del_128}*T_C_10_{%g_111,%A_60,%D_111}*T_C_10_{%h_95,%D_111,%B_60}*G_{k_3,%g_111,%\nu_255}(p_2)*G_{i_3,%h_95,+%\nu_255}(p_1)*u_{l_3,%A_60,%gam_128}(p_3)_u^(*)*u_{j_5,%B_60,%del_128}(p_4)_v + i*g*p_2_%\tau_131*gamma_{%\sigma_130,%gam_129,%del_129}*T_C_10_{%g_112,%D_101,%B_60}*T_C_10_{%h_96,%A_60,%D_101}*G_{k_3,%g_112,+%\tau_131}(p_2)*G_{i_3,%h_96,+%\sigma_130}(p_1)*u_{l_3,%A_60,%gam_129}(p_3)_u^(*)*u_{j_5,%B_60,%del_129}(p_4)_v + -i*g*p_2_%\tau_131*gamma_{%\sigma_130,%gam_130,%del_130}*T_C_10_{%g_113,%A_60,%D_112}*T_C_10_{%h_97,%D_112,%B_60}*G_{k_3,%g_113,+%\tau_131}(p_2)*G_{i_3,%h_97,+%\sigma_130}(p_1)*u_{l_3,%A_60,%gam_130}(p_3)_u^(*)*u_{j_5,%B_60,%del_130}(p_4)_v + i*g*p_2_%\nu_213*gamma_{%\sigma_130,%gam_133,%del_133}*T_C_10_{%g_114,%D_102,%B_60}*T_C_10_{%h_98,%A_60,%D_102}*G_{k_3,%g_114,+%\sigma_130}(p_2)*G_{i_3,%h_98,+%\nu_213}(p_1)*u_{l_3,%A_60,%gam_133}(p_3)_u^(*)*u_{j_5,%B_60,%del_133}(p_4)_v + -i*g*p_2_%\nu_213*gamma_{%\sigma_130,%gam_134,%del_134}*T_C_10_{%g_114,%A_60,%D_113}*T_C_10_{%h_98,%D_113,%B_60}*G_{k_3,%g_114,+%\sigma_130}(p_2)*G_{i_3,%h_98,+%\nu_213}(p_1)*u_{l_3,%A_60,%gam_134}(p_3)_u^(*)*u_{j_5,%B_60,%del_134}(p_4)_v)/(s_12 + 1/2*reg_prop)",-1/6*g^4*(m_u^2*(m_u^2 + 1/2*s_34) + s_34*(m_u^2 + 1/2*s_34))*(s_12 + 1/2*reg_prop)^(-2) + -1/12*i*g^2*(i*g^2*s_23*s_24/(s_12 + 1/2*reg_prop) + (-2)*i*g^2*s_23*(m_u^2 + 1/2*s_34)/(s_12 + 1/2*reg_prop) + (-2)*i*g^2*s_24*(m_u^2 + 1/2*s_34)/(s_12 + 1/2*reg_prop))/(s_12 + 1/2*reg_prop) + -1/16*i*g^2*(i*g^2*s_23*s_24/(s_12 + 1/2*reg_prop) + -8/3*i*g^2*s_23*(m_u^2 + 1/2*s_34)/(s_12 + 1/2*reg_prop) + -8/3*i*g^2*s_24*(m_u^2 + 1/2*s_34)/(s_12 + 1/2*reg_prop) + 1/6*i*g^2*(s_23*s_24 + -1/64*s_23*(128*m_u^2 + 64*s_34) + -1/64*s_24*(128*m_u^2 + 64*s_34))/(s_12 + 1/2*reg_prop))/(s_12 + 1/2*reg_prop) + 1/96*i*g^2*(i*g^2*s_23*s_24/(s_12 + 1/2*reg_prop) + i*g^2*m_u^2*(s_23 + -s_24)/(s_12 + 1/2*reg_prop) + 1/64*i*g^2*(s_23*(128*m_u^2 + 64*s_34) + s_24*(128*m_u^2 + 64*s_34))/(s_12 + 1/2*reg_prop) + -i*g^2*(m_u^2*(s_23 + -s_24) + 1/32*s_23*(128*m_u^2 + 64*s_34) + 1/32*s_24*(128*m_u^2 + 64*s_34))/(s_12 + 1/2*reg_prop) + 1/32*i*g^2*(m_u^2*(128*m_u^2 + 64*s_34) + s_34*(128*m_u^2 + 64*s_34))/(s_12 + 1/2*reg_prop) + 16*i*g^2*(m_u^2*(m_u^2 + 1/2*s_34) + s_34*(m_u^2 + 1/2*s_34))/(s_12 + 1/2*reg_prop))/(s_12 + 1/2*reg_prop) + 1/3*i*g^2*(i*g^2*s_23*s_24/(s_12 + 1/2*reg_prop) + -i*g^2*s_23*(m_u^2 + 1/2*s_34)/(s_12 + 1/2*reg_prop) + -i*g^2*s_24*(m_u^2 + 1/2*s_34)/(s_12 + 1/2*reg_prop) + (-2)*i*g^2*(s_23*s_24 + -m_u^2*(m_u^2 + 1/2*s_34) + -s_34*(m_u^2 + 1/2*s_34))/(s_12 + 1/2*reg_prop))/(s_12 + 1/2*reg_prop) + 17/48*i*g^2*(i*g^2*s_23*s_24/(s_12 + 1/2*reg_prop) + -16/17*i*g^2*s_23*(m_u^2 + 1/2*s_34)/(s_12 + 1/2*reg_prop) + -16/17*i*g^2*s_24*(m_u^2 + 1/2*s_34)/(s_12 + 1/2*reg_prop) + 1/17*i*g^2*(s_23*s_24 + -1/64*s_23*(128*m_u^2 + 64*s_34) + -1/64*s_24*(128*m_u^2 + 64*s_34))/(s_12 + 1/2*reg_prop) + -8/17*i*g^2*(s_23*s_24 + -1/128*m_u^2*(128*m_u^2 + 64*s_34) + -1/128*s_34*(128*m_u^2 + 64*s_34))/(s_12 + 1/2*reg_prop) + -32/17*i*g^2*(s_23*s_24 + -m_u^2*(m_u^2 + 1/2*s_34) + -s_34*(m_u^2 + 1/2*s_34))/(s_12 + 1/2*reg_prop))/(s_12 + 1/2*reg_prop)
d_gam_6361(X)^(*)  A_\mu_18128(X)  to  d_del_5322(X)  AntiPart A_\mu_18185(X),"Vertex V_0:d(X_3), A(X_4), AntiPart  OffShell d(V_0), Vertex V_1:d(X_1), A(X_2),  OffShell d(V_1),","-1/9*i*e^2*(p_3_%\tau_18464*gamma_{%\nu_18887,%gam_6957,%gam_6958}*A_{j_7037,+%\tau_18464}(p_4)^(*)*A_{l_7035,+%\nu_18887}(p_2)*d_{i_7037,%gam_6957}(p_3)_u^(*)*d_{k_7035,%gam_6958}(p_1)_u + 1/2*p_4_%\sigma_18308*gamma_{%\nu_18887,%gam_6999,%gam_6963}*gamma_{+%\sigma_18308,%gam_6998,%gam_6999}*gamma_{%\tau_18464,%gam_6962,%gam_6998}*A_{j_7037,+%\tau_18464}(p_4)^(*)*A_{l_7035,+%\nu_18887}(p_2)*d_{i_7037,%gam_6962}(p_3)_u^(*)*d_{k_7035,%gam_6963}(p_1)_u)/(s_12 + 1/2*reg_prop)",2/81*e^4*s_14*s_34*(s_12 + 1/2*reg_prop)^(-2) + -4/81*i*e^2*(i*e^2*m_d^2*(m_d^2 + -1/2*s_13)/(s_12 + 1/2*reg_prop) + -1/2*i*e^2*m_d^2*(s_14 + (-2)*s_34)/(s_12 + 1/2*reg_prop))/(s_12 + 1/2*reg_prop)
"c_{C_724,eps_4086}(X)^(*)  AntiPart G_{c_414,\rho_5633}(X)  to  c_{F_8451,eta_2555}(X)  AntiPart G_{d_192,\sigma_9658}(X)","Vertex V_1:c(X_3), G(X_4), AntiPart  OffShell c(V_1), Vertex V_0:c(X_1), G(X_2),  OffShell c(V_0),","-i*g^2*(p_3_%\nu_12202*gamma_{%\tau_5151,%gam_10608,%eps_9518}*T_C_10_{%e_861,%D_10498,%F_8363}*T_C_10_{%e_862,%E_7778,%D_10498}*G_{i_1764,%e_861,+%\tau_5151}(p_2)*G_{k_1768,%e_862,+%\nu_12202}(p_4)^(*)*c_{j_1760,%E_7778,%gam_10608}(p_3)_u^(*)*c_{l_1754,%F_8363,%eps_9518}(p_1)_u + 1/2*p_4_%\mu_5162*gamma_{+%\mu_5162,%gam_10646,%gam_10647}*gamma_{%\nu_12202,%gam_10611,%gam_10646}*gamma_{%\tau_5151,%gam_10647,%eps_9520}*T_C_10_{%e_863,%D_10499,%F_8364}*T_C_10_{%e_864,%E_7779,%D_10499}*G_{i_1764,%e_863,+%\tau_5151}(p_2)*G_{k_1768,%e_864,+%\nu_12202}(p_4)^(*)*c_{j_1760,%E_7779,%gam_10611}(p_3)_u^(*)*c_{l_1754,%F_8364,%eps_9520}(p_1)_u)/(s_12 + 1/2*reg_prop)",4/9*g^4*s_14*s_34*(s_12 + 1/2*reg_prop)^(-2) + -8/9*i*g^2*(i*g^2*m_c^2*(m_c^2 + -1/2*s_13)/(s_12 + 1/2*reg_prop) + -1/2*i*g^2*m_c^2*(s_14 + (-2)*s_34)/(s_12 + 1/2*reg_prop))/(s_12 + 1/2*reg_prop)
